,Ensembl Gene ID,External Gene Name,NCBI Entrez ID,Description
27,ENSMUSG00000000731,Aire,11634,autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy) [Source:MGI Symbol;Acc:MGI:1338803]
28,ENSMUSG00000000732,Icosl,50723,icos ligand [Source:MGI Symbol;Acc:MGI:1354701]
29,ENSMUSG00000000782,Tcf7,21414,"transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]"
30,ENSMUSG00000000791,Il12rb1,16161,"interleukin 12 receptor, beta 1 [Source:MGI Symbol;Acc:MGI:104579]"
31,ENSMUSG00000000792,Slc5a5,114479,"solute carrier family 5 (sodium iodide symporter), member 5 [Source:MGI Symbol;Acc:MGI:2149330]"
32,ENSMUSG00000000805,Car4,12351,carbonic anhydrase 4 [Source:MGI Symbol;Acc:MGI:1096574]
33,ENSMUSG00000000817,Fasl,14103,"Fas ligand (TNF superfamily, member 6) [Source:MGI Symbol;Acc:MGI:99255]"
34,ENSMUSG00000000861,Bcl11a,14025,B cell CLL/lymphoma 11A (zinc finger protein) [Source:MGI Symbol;Acc:MGI:106190]
35,ENSMUSG00000000869,Il4,16189,interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]
36,ENSMUSG00000000903,Vpreb3,22364,V-set pre-B cell surrogate light chain 3 [Source:MGI Symbol;Acc:MGI:98938]
37,ENSMUSG00000000957,Mmp14,17387,matrix metallopeptidase 14 (membrane-inserted) [Source:MGI Symbol;Acc:MGI:101900]
38,ENSMUSG00000001020,S100a4,20198,S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]
39,ENSMUSG00000001023,S100a5,20199,S100 calcium binding protein A5 [Source:MGI Symbol;Acc:MGI:1338915]
40,ENSMUSG00000001025,S100a6,20200,S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]
41,ENSMUSG00000001027,Scn4a,110880,"sodium channel, voltage-gated, type IV, alpha [Source:MGI Symbol;Acc:MGI:98250]"
42,ENSMUSG00000001029,Icam2,15896,intercellular adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:96394]
43,ENSMUSG00000001089,Luzp1,269593,leucine zipper protein 1 [Source:MGI Symbol;Acc:MGI:107629]
44,ENSMUSG00000001098,Kctd10,330171,potassium channel tetramerisation domain containing 10 [Source:MGI Symbol;Acc:MGI:2141207]
45,ENSMUSG00000001119,Col6a1,12833,"collagen, type VI, alpha 1 [Source:MGI Symbol;Acc:MGI:88459]"
46,ENSMUSG00000001128,Cfp,18636,complement factor properdin [Source:MGI Symbol;Acc:MGI:97545]
47,ENSMUSG00000001131,Timp1,21857,tissue inhibitor of metalloproteinase 1 [Source:MGI Symbol;Acc:MGI:98752]
48,ENSMUSG00000001156,Mxd1,17119,MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]
49,ENSMUSG00000001173,Ocrl,320634,"OCRL, inositol polyphosphate-5-phosphatase [Source:MGI Symbol;Acc:MGI:109589]"
50,ENSMUSG00000001227,Sema6b,20359,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:MGI Symbol;Acc:MGI:1202889]"
51,ENSMUSG00000001240,Ramp2,54409,receptor (calcitonin) activity modifying protein 2 [Source:MGI Symbol;Acc:MGI:1859650]
52,ENSMUSG00000001270,Ckb,12709,"creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]"
53,ENSMUSG00000001281,Itgb7,16421,integrin beta 7 [Source:MGI Symbol;Acc:MGI:96616]
54,ENSMUSG00000001300,Efnb2,13642,ephrin B2 [Source:MGI Symbol;Acc:MGI:105097]
55,ENSMUSG00000001348,Acp5,11433,"acid phosphatase 5, tartrate resistant [Source:MGI Symbol;Acc:MGI:87883]"
56,ENSMUSG00000001349,Cnn1,12797,calponin 1 [Source:MGI Symbol;Acc:MGI:104979]
57,ENSMUSG00000001403,Ube2c,68612,ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862]
58,ENSMUSG00000001444,Tbx21,57765,T-box 21 [Source:MGI Symbol;Acc:MGI:1888984]
59,ENSMUSG00000001473,Tubb6,67951,"tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]"
60,ENSMUSG00000001493,Meox1,17285,mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]
61,ENSMUSG00000001504,Irx2,16372,Iroquois homeobox 2 [Source:MGI Symbol;Acc:MGI:1197526]
62,ENSMUSG00000001506,Col1a1,12842,"collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]"
63,ENSMUSG00000001520,Nrip2,60345,nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]
64,ENSMUSG00000001542,Ell2,192657,elongation factor for RNA polymerase II 2 [Source:MGI Symbol;Acc:MGI:2183438]
65,ENSMUSG00000001622,Csn3,12994,casein kappa [Source:MGI Symbol;Acc:MGI:107461]
66,ENSMUSG00000001627,Ifrd1,15982,interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]
67,ENSMUSG00000001741,Il16,16170,interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]
68,ENSMUSG00000001773,Folh1,53320,folate hydrolase 1 [Source:MGI Symbol;Acc:MGI:1858193]
69,ENSMUSG00000001827,Folr1,14275,folate receptor 1 (adult) [Source:MGI Symbol;Acc:MGI:95568]
70,ENSMUSG00000001865,Cpa3,12873,"carboxypeptidase A3, mast cell [Source:MGI Symbol;Acc:MGI:88479]"
71,ENSMUSG00000001870,Ltbp1,268977,latent transforming growth factor beta binding protein 1 [Source:MGI Symbol;Acc:MGI:109151]
72,ENSMUSG00000001911,Nfix,18032,nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]
73,ENSMUSG00000001918,Slc1a5,20514,"solute carrier family 1 (neutral amino acid transporter), member 5 [Source:MGI Symbol;Acc:MGI:105305]"
74,ENSMUSG00000001930,Vwf,22371,Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941]
75,ENSMUSG00000001943,Vsig2,57276,V-set and immunoglobulin domain containing 2 [Source:MGI Symbol;Acc:MGI:1928009]
76,ENSMUSG00000001946,Esam,69524,endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774]
77,ENSMUSG00000001964,Emd,13726,emerin [Source:MGI Symbol;Acc:MGI:108117]
78,ENSMUSG00000001985,Grik3,14807,"glutamate receptor, ionotropic, kainate 3 [Source:MGI Symbol;Acc:MGI:95816]"
79,ENSMUSG00000001986,Gria3,53623,"glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]"
80,ENSMUSG00000001995,Sipa1l2,244668,signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol;Acc:MGI:2676970]
81,ENSMUSG00000002007,Srpk3,56504,serine/arginine-rich protein specific kinase 3 [Source:MGI Symbol;Acc:MGI:1891338]
82,ENSMUSG00000002020,Ltbp2,16997,latent transforming growth factor beta binding protein 2 [Source:MGI Symbol;Acc:MGI:99502]
83,ENSMUSG00000002033,Cd3g,12502,"CD3 antigen, gamma polypeptide [Source:MGI Symbol;Acc:MGI:88333]"
84,ENSMUSG00000002100,Mybpc3,17868,"myosin binding protein C, cardiac [Source:MGI Symbol;Acc:MGI:102844]"
85,ENSMUSG00000002104,Rapsn,19400,receptor-associated protein of the synapse [Source:MGI Symbol;Acc:MGI:99422]
86,ENSMUSG00000002107,Celf2,14007,"CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]"
87,ENSMUSG00000002111,Spi1,20375,spleen focus forming virus (SFFV) proviral integration oncogene [Source:MGI Symbol;Acc:MGI:98282]
88,ENSMUSG00000002204,Napsa,16541,napsin A aspartic peptidase [Source:MGI Symbol;Acc:MGI:109365]
89,ENSMUSG00000002233,Rhoc,11853,ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028]
90,ENSMUSG00000002257,Def6,23853,differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]
91,ENSMUSG00000002289,Angptl4,57875,angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999]
92,ENSMUSG00000002458,Rgs19,56470,regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]
93,ENSMUSG00000002475,Abhd3,106861,abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183]
94,ENSMUSG00000002489,Tiam1,21844,T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306]
95,ENSMUSG00000002602,Axl,26362,AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]
96,ENSMUSG00000002603,Tgfb1,21803,"transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]"
97,ENSMUSG00000002668,Dennd1c,70785,DENN domain containing 1C [Source:MGI Symbol;Acc:MGI:1918035]
98,ENSMUSG00000002688,Prkd1,18760,protein kinase D1 [Source:MGI Symbol;Acc:MGI:99879]
99,ENSMUSG00000002699,Lcp2,16822,lymphocyte cytosolic protein 2 [Source:MGI Symbol;Acc:MGI:1321402]
100,ENSMUSG00000002732,Fkbp7,14231,FK506 binding protein 7 [Source:MGI Symbol;Acc:MGI:1336879]
101,ENSMUSG00000002769,Gnmt,14711,glycine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1202304]
102,ENSMUSG00000002831,Plin4,57435,perilipin 4 [Source:MGI Symbol;Acc:MGI:1929709]
103,ENSMUSG00000002847,Pla1a,85031,phospholipase A1 member A [Source:MGI Symbol;Acc:MGI:1934677]
104,ENSMUSG00000002881,Nab1,17936,Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]
105,ENSMUSG00000002900,Lamb1,16777,laminin B1 [Source:MGI Symbol;Acc:MGI:96743]
106,ENSMUSG00000002930,Ppp1r17,19051,"protein phosphatase 1, regulatory subunit 17 [Source:MGI Symbol;Acc:MGI:1333876]"
107,ENSMUSG00000002944,Cd36,12491,CD36 molecule [Source:MGI Symbol;Acc:MGI:107899]
108,ENSMUSG00000002980,Bcam,57278,basal cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1929940]
109,ENSMUSG00000002983,Relb,19698,avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]
110,ENSMUSG00000002985,Apoe,11816,apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]
111,ENSMUSG00000003032,Klf4,16600,Kruppel-like factor 4 (gut) [Source:MGI Symbol;Acc:MGI:1342287]
112,ENSMUSG00000003051,Elf3,13710,E74-like factor 3 [Source:MGI Symbol;Acc:MGI:1101781]
113,ENSMUSG00000003228,Grk5,14773,G protein-coupled receptor kinase 5 [Source:MGI Symbol;Acc:MGI:109161]
114,ENSMUSG00000003283,Hck,15162,hemopoietic cell kinase [Source:MGI Symbol;Acc:MGI:96052]
115,ENSMUSG00000003379,Cd79a,12518,CD79A antigen (immunoglobulin-associated alpha) [Source:MGI Symbol;Acc:MGI:101774]
116,ENSMUSG00000003382,Etv3,27049,ets variant 3 [Source:MGI Symbol;Acc:MGI:1350926]
117,ENSMUSG00000003418,St8sia6,241230,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:2386797]"
118,ENSMUSG00000003420,Fcgrt,14132,Fc fragment of IgG receptor and transporter [Source:MGI Symbol;Acc:MGI:103017]
119,ENSMUSG00000003477,Inmt,21743,indolethylamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:102963]
120,ENSMUSG00000003484,Cyp4f18,72054,"cytochrome P450, family 4, subfamily f, polypeptide 18 [Source:MGI Symbol;Acc:MGI:1919304]"
121,ENSMUSG00000003545,Fosb,14282,FBJ osteosarcoma oncogene B [Source:MGI Symbol;Acc:MGI:95575]
122,ENSMUSG00000003573,Homer3,26558,homer scaffolding protein 3 [Source:MGI Symbol;Acc:MGI:1347359]
123,ENSMUSG00000003617,Cp,12870,ceruloplasmin [Source:MGI Symbol;Acc:MGI:88476]
124,ENSMUSG00000003665,Has1,15116,hyaluronan synthase 1 [Source:MGI Symbol;Acc:MGI:106590]
125,ENSMUSG00000003746,Man1a,17155,"mannosidase 1, alpha [Source:MGI Symbol;Acc:MGI:104677]"
126,ENSMUSG00000003849,Nqo1,18104,"NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]"
127,ENSMUSG00000003882,Il7r,16197,interleukin 7 receptor [Source:MGI Symbol;Acc:MGI:96562]
128,ENSMUSG00000003955,Fam162a,70186,"family with sequence similarity 162, member A [Source:MGI Symbol;Acc:MGI:1917436]"
129,ENSMUSG00000003992,Ssbp2,66970,single-stranded DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914220]
130,ENSMUSG00000004043,Stat5a,20850,signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]
131,ENSMUSG00000004098,Col5a3,53867,"collagen, type V, alpha 3 [Source:MGI Symbol;Acc:MGI:1858212]"
132,ENSMUSG00000004105,Angptl2,26360,angiopoietin-like 2 [Source:MGI Symbol;Acc:MGI:1347002]
133,ENSMUSG00000004110,Cacna1e,12290,"calcium channel, voltage-dependent, R type, alpha 1E subunit [Source:MGI Symbol;Acc:MGI:106217]"
134,ENSMUSG00000004151,Etv1,14009,ets variant 1 [Source:MGI Symbol;Acc:MGI:99254]
135,ENSMUSG00000004207,Psap,19156,prosaposin [Source:MGI Symbol;Acc:MGI:97783]
136,ENSMUSG00000004266,Ptpn6,15170,"protein tyrosine phosphatase, non-receptor type 6 [Source:MGI Symbol;Acc:MGI:96055]"
137,ENSMUSG00000004359,Spic,20728,Spi-C transcription factor (Spi-1/PU.1 related) [Source:MGI Symbol;Acc:MGI:1341168]
138,ENSMUSG00000004366,Sst,20604,somatostatin [Source:MGI Symbol;Acc:MGI:98326]
139,ENSMUSG00000004371,Il11,16156,interleukin 11 [Source:MGI Symbol;Acc:MGI:107613]
140,ENSMUSG00000004451,Ralb,64143,v-ral simian leukemia viral oncogene B [Source:MGI Symbol;Acc:MGI:1927244]
141,ENSMUSG00000004552,Ctse,13034,cathepsin E [Source:MGI Symbol;Acc:MGI:107361]
142,ENSMUSG00000004558,Ndrg2,29811,N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]
143,ENSMUSG00000004612,Nkg7,72310,natural killer cell group 7 sequence [Source:MGI Symbol;Acc:MGI:1931250]
144,ENSMUSG00000004633,Chn2,69993,chimerin 2 [Source:MGI Symbol;Acc:MGI:1917243]
145,ENSMUSG00000004637,Wwox,80707,WW domain-containing oxidoreductase [Source:MGI Symbol;Acc:MGI:1931237]
146,ENSMUSG00000004651,Tyr,22173,tyrosinase [Source:MGI Symbol;Acc:MGI:98880]
147,ENSMUSG00000004655,Aqp1,11826,aquaporin 1 [Source:MGI Symbol;Acc:MGI:103201]
148,ENSMUSG00000004665,Cnn2,12798,calponin 2 [Source:MGI Symbol;Acc:MGI:105093]
149,ENSMUSG00000004698,Hdac9,79221,histone deacetylase 9 [Source:MGI Symbol;Acc:MGI:1931221]
150,ENSMUSG00000004707,Ly9,17085,lymphocyte antigen 9 [Source:MGI Symbol;Acc:MGI:96885]
151,ENSMUSG00000004709,Cd244a,18106,CD244 molecule A [Source:MGI Symbol;Acc:MGI:109294]
152,ENSMUSG00000004791,Pgf,18654,placental growth factor [Source:MGI Symbol;Acc:MGI:105095]
153,ENSMUSG00000004814,Ccl24,56221,chemokine (C-C motif) ligand 24 [Source:MGI Symbol;Acc:MGI:1928953]
154,ENSMUSG00000004891,Nes,18008,nestin [Source:MGI Symbol;Acc:MGI:101784]
155,ENSMUSG00000004933,Matk,17179,megakaryocyte-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:99259]
156,ENSMUSG00000004939,Nmrk2,69564,nicotinamide riboside kinase 2 [Source:MGI Symbol;Acc:MGI:1916814]
157,ENSMUSG00000004951,Hspb1,15507,heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]
158,ENSMUSG00000005054,Cstb,13014,cystatin B [Source:MGI Symbol;Acc:MGI:109514]
159,ENSMUSG00000005057,Sh2b2,23921,SH2B adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1345171]
160,ENSMUSG00000005087,Cd44,12505,CD44 antigen [Source:MGI Symbol;Acc:MGI:88338]
161,ENSMUSG00000005089,Slc1a2,20511,"solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:MGI Symbol;Acc:MGI:101931]"
162,ENSMUSG00000005125,Ndrg1,17988,N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]
163,ENSMUSG00000005142,Man2b1,17159,"mannosidase 2, alpha B1 [Source:MGI Symbol;Acc:MGI:107286]"
164,ENSMUSG00000005220,Corin,53419,"corin, serine peptidase [Source:MGI Symbol;Acc:MGI:1349451]"
165,ENSMUSG00000005268,Prlr,19116,prolactin receptor [Source:MGI Symbol;Acc:MGI:97763]
166,ENSMUSG00000005338,Cadm3,94332,cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]
167,ENSMUSG00000005360,Slc1a3,20512,"solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:MGI Symbol;Acc:MGI:99917]"
168,ENSMUSG00000005397,Nid1,18073,nidogen 1 [Source:MGI Symbol;Acc:MGI:97342]
169,ENSMUSG00000005413,Hmox1,15368,heme oxygenase 1 [Source:MGI Symbol;Acc:MGI:96163]
170,ENSMUSG00000005474,Myl10,59310,"myosin, light chain 10, regulatory [Source:MGI Symbol;Acc:MGI:1891705]"
171,ENSMUSG00000005483,Dnajb1,81489,DnaJ heat shock protein family (Hsp40) member B1 [Source:MGI Symbol;Acc:MGI:1931874]
172,ENSMUSG00000005533,Igf1r,16001,insulin-like growth factor I receptor [Source:MGI Symbol;Acc:MGI:96433]
173,ENSMUSG00000005534,Insr,16337,insulin receptor [Source:MGI Symbol;Acc:MGI:96575]
174,ENSMUSG00000005540,Fcer2a,14128,"Fc receptor, IgE, low affinity II, alpha polypeptide [Source:MGI Symbol;Acc:MGI:95497]"
175,ENSMUSG00000005583,Mef2c,17260,myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]
176,ENSMUSG00000005672,Kit,16590,KIT proto-oncogene receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:96677]
177,ENSMUSG00000005716,Pvalb,19293,parvalbumin [Source:MGI Symbol;Acc:MGI:97821]
178,ENSMUSG00000005763,Cd247,12503,CD247 antigen [Source:MGI Symbol;Acc:MGI:88334]
179,ENSMUSG00000005800,Mmp8,17394,matrix metallopeptidase 8 [Source:MGI Symbol;Acc:MGI:1202395]
180,ENSMUSG00000005824,Tnfsf14,50930,"tumor necrosis factor (ligand) superfamily, member 14 [Source:MGI Symbol;Acc:MGI:1355317]"
181,ENSMUSG00000005892,Trh,22044,thyrotropin releasing hormone [Source:MGI Symbol;Acc:MGI:98823]
182,ENSMUSG00000006014,Prg4,96875,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein) [Source:MGI Symbol;Acc:MGI:1891344]"
183,ENSMUSG00000006191,Cdkal1,68916,CDK5 regulatory subunit associated protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1921765]
184,ENSMUSG00000006205,Htra1,56213,HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076]
185,ENSMUSG00000006221,Hspb7,29818,"heat shock protein family, member 7 (cardiovascular) [Source:MGI Symbol;Acc:MGI:1352494]"
186,ENSMUSG00000006310,Zbtb32,58206,zinc finger and BTB domain containing 32 [Source:MGI Symbol;Acc:MGI:1891838]
187,ENSMUSG00000006344,Ggt5,23887,gamma-glutamyltransferase 5 [Source:MGI Symbol;Acc:MGI:1346063]
188,ENSMUSG00000006356,Crip2,68337,cysteine rich protein 2 [Source:MGI Symbol;Acc:MGI:1915587]
189,ENSMUSG00000006360,Crip1,12925,cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501]
190,ENSMUSG00000006362,Cbfa2t3,12398,CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013]
191,ENSMUSG00000006369,Fbln1,14114,fibulin 1 [Source:MGI Symbol;Acc:MGI:95487]
192,ENSMUSG00000006386,Tek,21687,TEK receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]
193,ENSMUSG00000006398,Cdc20,107995,cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]
194,ENSMUSG00000006403,Adamts4,240913,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 [Source:MGI Symbol;Acc:MGI:1339949]"
195,ENSMUSG00000006445,Epha2,13836,Eph receptor A2 [Source:MGI Symbol;Acc:MGI:95278]
196,ENSMUSG00000006519,Cyba,13057,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]"
197,ENSMUSG00000006522,Itih3,16426,"inter-alpha trypsin inhibitor, heavy chain 3 [Source:MGI Symbol;Acc:MGI:96620]"
198,ENSMUSG00000006529,Itih1,16424,"inter-alpha trypsin inhibitor, heavy chain 1 [Source:MGI Symbol;Acc:MGI:96618]"
199,ENSMUSG00000006546,Cryba2,12958,"crystallin, beta A2 [Source:MGI Symbol;Acc:MGI:104336]"
200,ENSMUSG00000006574,Slc4a1,20533,"solute carrier family 4 (anion exchanger), member 1 [Source:MGI Symbol;Acc:MGI:109393]"
201,ENSMUSG00000006585,Cdt1,67177,chromatin licensing and DNA replication factor 1 [Source:MGI Symbol;Acc:MGI:1914427]
202,ENSMUSG00000006611,Hfe,15216,homeostatic iron regulator [Source:MGI Symbol;Acc:MGI:109191]
203,ENSMUSG00000006651,Aplp1,11803,amyloid beta (A4) precursor-like protein 1 [Source:MGI Symbol;Acc:MGI:88046]
204,ENSMUSG00000006731,B4galnt1,14421,"beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:MGI Symbol;Acc:MGI:1342057]"
205,ENSMUSG00000006782,Cnp,12799,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:MGI Symbol;Acc:MGI:88437]"
206,ENSMUSG00000006800,Sulf2,72043,sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293]
207,ENSMUSG00000007097,Atp1a2,98660,"ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]"
208,ENSMUSG00000007379,Dennd2c,329727,DENN domain containing 2C [Source:MGI Symbol;Acc:MGI:3036254]
209,ENSMUSG00000007476,Lrrc8a,241296,leucine rich repeat containing 8A VRAC subunit A [Source:MGI Symbol;Acc:MGI:2652847]
210,ENSMUSG00000007617,Homer1,26556,homer scaffolding protein 1 [Source:MGI Symbol;Acc:MGI:1347345]
211,ENSMUSG00000007655,Cav1,12389,"caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]"
212,ENSMUSG00000007682,Dio2,13371,"deiodinase, iodothyronine, type II [Source:MGI Symbol;Acc:MGI:1338833]"
213,ENSMUSG00000007888,Crlf1,12931,cytokine receptor-like factor 1 [Source:MGI Symbol;Acc:MGI:1340030]
214,ENSMUSG00000007891,Ctsd,13033,cathepsin D [Source:MGI Symbol;Acc:MGI:88562]
215,ENSMUSG00000007908,Hmgcll1,208982,3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 [Source:MGI Symbol;Acc:MGI:2446108]
216,ENSMUSG00000007946,Phox2a,11859,paired-like homeobox 2a [Source:MGI Symbol;Acc:MGI:106633]
217,ENSMUSG00000008136,Fhl2,14200,four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762]
218,ENSMUSG00000008193,Spib,272382,Spi-B transcription factor (Spi-1/PU.1 related) [Source:MGI Symbol;Acc:MGI:892986]
219,ENSMUSG00000008384,Sertad1,55942,SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438]
220,ENSMUSG00000008398,Elk3,13713,"ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]"
221,ENSMUSG00000008496,Pou2f2,18987,"POU domain, class 2, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101897]"
222,ENSMUSG00000008540,Mgst1,56615,microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850]
